id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
606,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,3.68,11017
607,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.85,14781
608,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,1.36,19730
609,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,2.47,22802
610,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.83,24576
611,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.93,29901
612,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.46,44282
613,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.37,72218
614,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.41,71746
615,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,1.06,34961
616,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.39,28771
617,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.9,24488
618,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,1.95,18032
619,31/07/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.47,42119
620,31/07/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.74,39130
621,31/07/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.19,17037
622,31/07/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,1.19,22719
623,31/07/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.59,36183
624,31/07/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.25,25261
625,31/07/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.22,142857
626,31/07/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.58,27125
627,31/07/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,1.72,26962
628,31/07/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,1.7,33843
629,31/07/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.75,27085
630,31/08/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,glass,500ml,1.39,14036
631,31/08/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,1.34,17626
632,31/08/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.81,20893
633,31/08/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.7,47327
634,31/08/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,1.39,32985
635,31/08/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.45,49702
636,31/08/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,glass,500ml,0.72,26581
637,31/08/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,0.56,58213
638,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.3,17352
639,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,plastic,1.5lt,3.52,12146
640,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,can,330ml,0.87,18083
641,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,glass,500ml,1.36,22693
642,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.11,19079
643,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.71,30002
644,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,glass,500ml,0.63,60576
645,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,can,330ml,0.38,64891
646,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,glass,500ml,0.45,83762
647,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,can,330ml,0.37,44337
648,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,0.93,29998
649,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.54,36465
650,31/08/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,glass,500ml,1.3,26601
651,31/08/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,plastic,1.5lt,3.15,18410
652,31/08/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.79,33723
653,31/08/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,glass,500ml,1.2,43742
654,31/08/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,plastic,1.5lt,2.03,43546
655,31/08/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.81,35833
656,31/08/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,plastic,1.5lt,1.5,42531
657,31/08/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,can,330ml,0.44,72708
658,31/08/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,plastic,1.5lt,0.76,72811
659,31/08/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.3,100600
660,31/08/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,plastic,1.5lt,1.89,34201
661,31/08/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,can,330ml,0.6,45882
662,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.19,22061
663,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,plastic,1.5lt,2.62,18775
664,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,can,330ml,0.85,20067
665,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.26,31373
666,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,plastic,1.5lt,2.38,27911
667,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,can,330ml,0.77,30519
668,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,plastic,1.5lt,1.27,50047
669,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,can,330ml,0.43,61450
670,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.63,60703
671,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,plastic,1.5lt,0.97,49616
672,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,can,330ml,0.27,100164
673,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,glass,500ml,1.01,29721
674,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,plastic,1.5lt,2.15,25579
675,31/08/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.19,15223
676,31/08/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,plastic,1.5lt,2.73,11373
677,31/08/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.66,20328
678,31/08/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,glass,500ml,1.14,19120
679,31/08/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.39,17333
680,31/08/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,glass,500ml,0.94,19802
681,31/08/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,2.04,14585
682,31/08/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.52,26424
683,31/08/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.61,34845
684,31/08/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.26,45913
685,31/08/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.21,74902
686,31/08/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,plastic,1.5lt,1.67,18311
687,31/08/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,can,330ml,0.68,13181
688,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,glass,500ml,1.35,12359
689,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.77,18809
690,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,0.82,35880
691,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,2.66,16499
692,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.84,18201
693,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.82,40594
694,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.48,37204
695,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.51,46581
696,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,0.85,38264
697,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.2,72641
698,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.99,19249
699,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.49,28004
700,31/08/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.97,20214
701,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,plastic,1.5lt,0.93,41595
702,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.05,31840
703,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,glass,500ml,0.65,63796
704,31/08/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,3.63,11100
705,31/08/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,can,330ml,0.51,34484
706,31/08/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.8,57291
707,31/08/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,plastic,1.5lt,2.2,17793
708,31/08/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,glass,500ml,1.03,22849
709,31/08/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,glass,500ml,0.73,60558
710,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,2.28,15913
711,31/08/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.72,22070
712,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,plastic,1.5lt,2.35,17288
713,31/08/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,can,330ml,0.27,57779
714,31/08/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.48,119943
715,31/08/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,plastic,1.5lt,1.31,44174
716,31/08/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.75,21446
717,31/08/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,1.34,25413
718,31/08/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.74,20816
719,31/08/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.45,39196
720,30/09/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,glass,500ml,1.27,11417
721,30/09/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,2.9,12141
722,30/09/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.58,21111
723,30/09/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,0.92,27890
724,30/09/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.63,30580
725,30/09/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.68,57074
726,30/09/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,2.1,17593
727,30/09/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.48,38674
728,30/09/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,glass,500ml,0.65,31812
729,30/09/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,1.18,26959
730,30/09/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,can,330ml,0.28,53922
731,30/09/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,glass,500ml,0.97,19504
732,30/09/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,plastic,1.5lt,2.19,14417
733,30/09/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,can,330ml,0.41,34028
734,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.08,18163
735,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,plastic,1.5lt,2.78,13776
736,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,can,330ml,0.82,15742
737,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,glass,500ml,1.09,27885
738,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.23,12178
739,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.74,24024
740,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,,500ml,0.64,54164
741,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,glass,500ml,0.56,56264
742,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,plastic,1.5lt,1.03,36672
743,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,can,330ml,0.18,93035
744,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,0.95,23799
745,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.62,19367
746,30/09/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,plastic,1.5lt,3.32,15672
747,30/09/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.9,25115
748,30/09/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,glass,500ml,1.43,21190
749,30/09/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.61,51721
750,30/09/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,plastic,1.5lt,1.88,28301
751,30/09/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,can,330ml,0.4,75257
752,30/09/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.5,99073
753,30/09/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,plastic,1.5lt,0.39,87853
754,30/09/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.24,117297
755,30/09/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,plastic,1.5lt,2.42,21898
756,30/09/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,can,330ml,0.62,28846
757,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.55,12310
758,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,plastic,1.5lt,2.85,15834
759,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,can,330ml,0.75,19931
760,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.05,33152
761,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,plastic,1.5lt,2.49,19979
762,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,can,330ml,0.89,16813
763,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,glass,500ml,0.8,49846
764,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,plastic,1.5lt,1.7,29029
765,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,can,330ml,0.43,55656
766,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.61,51119
767,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,plastic,1.5lt,0.79,47744
768,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,can,330ml,0.22,84047
769,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,glass,500ml,0.91,27920
770,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,plastic,1.5lt,2.24,18083
771,30/09/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.54,26561
772,30/09/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.36,9964
773,30/09/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.77,14054
774,30/09/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,glass,500ml,1.18,14567
775,30/09/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,3.34,7419
776,30/09/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.98,7251
777,30/09/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,glass,500ml,0.87,22821
778,30/09/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,1.38,22176
779,30/09/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.39,45196
780,30/09/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.56,35479
781,30/09/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.35,41312
782,30/09/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.9,19198
783,30/09/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,can,330ml,0.58,16294
784,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,glass,500ml,1.4,9632
785,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,3.86,6799
786,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,1.01,7791
787,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.63,21386
788,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.62,41586
789,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,2.06,15531
790,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,0.74,35265
791,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.33,43642
792,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,2.8,6822
793,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.4,33340
794,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,can,330ml,0.36,63183
795,30/09/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,glass,500ml,1.38,21310
796,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.59,20140
797,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,plastic,1.5lt,2.09,17097
798,30/09/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,glass,500ml,0.77,65076
799,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.88,20362
800,30/09/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,plastic,1.5lt,2.21,11509
801,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,1.22,13783
802,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,2.98,9269
803,30/09/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,plastic,1.5lt,2.08,19764
804,30/09/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.9,36908
805,30/09/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.32,33084
806,30/09/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,plastic,1.5lt,3.53,5762
807,30/09/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.54,42234
808,30/09/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,plastic,1.5lt,2.91,23363
